Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,..
Brazil,BRA,"Population, total",SP.POP.TOTL,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,..
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,5.4,6.5,6.9,6.9,7,2.8,7.5,4.9,3.8,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,..,..
Brazil,BRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,3.5,..,..,..,..,..
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,29.25143160027,29.6701052640299,27.8247298509471,28.5828852342878,29.1518761025088,25.6990311015294,27.3268878276443,29.6160361326009,25.5746106904518,..
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.152183532715,108.757843017578,109.80850982666,108.623291015625,107.407470703125,105.498199462891,103.4716796875,103.970321655273,..,..
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01473999023438,1.00854003429413,1.00513005256653,1.00668001174927,1.00990998744965,1.00648999214172,..,..,..,..
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.920516967773,102.569511413574,103.015960693359,105.00707244873,103.953277587891,104.125999450684,106.651901245117,106.031188964844,..,..
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8510417.771,..,..
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.6296293654077,13.7104309816062,13.605228515206,13.9401079935106,13.7376948362641,12.7193878571982,14.1366751318622,14.7258479184963,14.1546933435227,..
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,20.4,20.7372842292403,20.7,28.5782526119273,29.2,29.2,29.3,29.3,29.5,29.4
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,39.7792835988014,51.0549755813973,34.7679526864763,33.3094436850684,53.4702774123798,50.3532730456426,46.7253000554679,29.9164040125887,53.8074342254312,..
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,1.11637082854403,1.07859816711026,1.03807935231539,0.984230272153901,0.946124107128195,0.865727194353952,0.705193508220296,0.632380457299841,0.661693384781811,..
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.176,7.557,7.122,6.397,6.127,5.616,4.94,3.979,3.507,..
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.50360116027898,1.33798472564444,1.43496006533197,1.53110170543578,1.40828485472535,1.4604342657704,1.46334541457898,1.76309719499818,1.74050275246234,..
France,FRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,14.058,13.218,13.473,13.461462155,13.106043065,12.33577599,12.33577599,..,..,..
France,FRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.7,97.4,98,98.1,97.6,98.2,..,..,..,..
France,FRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7201.35903754195,7269.89155223426,7220.98472130526,7148.74642241051,7049.57659279671,6676.20694393923,6942.44523564921,6677.39513463708,6456.64409937944,..
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3795.9498874457,3715.23346860046,3700.96956491664,3665.53572999823,3601.76570846162,3224.46770851692,3470.00297348378,3102.40310926754,3138.35191037802,..
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.6934947262689,31.498210070063,32.311834044929,32.9179818922164,32.8895593910847,28.5572228192655,31.2880499332105,36.5036688904078,34.2800305804742,..
France,FRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.96,1.92,1.89,1.87,1.86,1.83,1.84,1.79,1.66,..
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,43133325471.3567,35623357280.0881,43733253503.8812,77493098693.2378,53499337503.7413,19368829836.4654,98012545019.1631,109574904464.643,8803377981.64788,..
France,FRA,Forest area (sq. km),AG.LND.FRST.K2,168360,169194,170028,170862,171696,172530,173364,174198,..,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.06675473488909,0.860031082016107,2.08361485062076,1.64590872932709,2.02744647639635,-7.44064593044142,6.88233786590355,2.57084047443969,0.936487502671483,..
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,41130,39100,38300,41130,42470,39200,43800,45180,45180,..
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,41740,43830,45580,47620,52340,49860,53550,56820,59070,..
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2737376827057.85,2609008611542.01,2563020536489.16,2761891938899.9,2861712899207.93,2650167887599.63,2971539484301.58,3074984283604.4,3085396612969.7,..
France,FRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2777946957121.9,2924692709642.01,3050429224953.87,3197837511869.07,3527047088053.91,3370361819892.29,3632685792213.88,3867738544396.76,4033621501289.52,..
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.7165418613305,21.5978606152326,22.1813991959176,22.6115738942638,23.0250733613606,22.8044182138435,23.4474845782806,24.1891253222165,23.1533644509286,..
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,28.2116908505326,27.9331801598168,26.0180218998669,25.9347849255776,26.9265976407414,23.2288357249977,21.9247132369801,22.9831834447063,23.6797082010726,..
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,91,90,90,90,92,94,94,95,95,..
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,31.8111924693795,31.8445463682721,33.0840141110421,33.8842788890102,33.5394177830602,30.2816679047993,32.5004326976615,39.2864747207143,36.279524212719,..
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,7.9,8,8.1,8,7.8,8,7.7,7.8,..,..
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.236441547058,16.9433572396904,16.7483032647876,16.725283255726,16.907003960354,16.272651205236,16.0877289574672,16.1980918380604,18.4701925763483,..
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.13444010309355,0.517258225639353,0.586343167177745,1.11459330798793,1.21052307126166,2.9779787161909,1.22181611014376,3.22063217116909,5.30357175264875,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,82.1292682926829,82.9292682926829,..
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,44.0953652658232,43.2655725088974,44.5998736047233,45.2499897468143,45.012924893891,40.4064908812393,43.827138408744,51.6280749137657,47.0119974721999,..
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.87225828127684,1.91728236804142,1.90864201234437,1.84300872300244,1.8364614707329,1.99647774299432,1.91440611513925,1.93242353809568,2.05638673841337,..
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,104.4996731,105.5973124,107.5983841,109.5588076,111.8637727,112.8271405,116.6934991,118.8472962,..,..
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,..
France,FRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,99.5397093931,97.7117277364,96.7172660652,96.9055974866,97.9885336474,96.3955917437,..,..,..
France,FRA,Net migration,SM.POP.NETM,-345,15548,102984,132925,71972,145593,131465,179377,91862,90527
France,FRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,25447506168.0403,25592759188.2072,26805186001.3491,28387547436.0504,28763750644.188,29983731184.6851,32646501628.4632,33408248743.5756,36909109076.7233,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,121.536702115031,121.857823021165,122.211970625889,122.650880182337,123.05944586591,123.45949371481,123.90091077276,124.306720578862,..,..
France,FRA,Population growth (annual %),SP.POP.GROW,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.332559129027963,0.324557781035362,0.356902332389048,0.326992498564887,0.326319200823468,..
France,FRA,"Population, total",SP.POP.TOTL,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68065015,68287487,..
France,FRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0,0,0.1,0.1,0.1,0.1,..,..
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,15.6,..,..,..
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,..,..
France,FRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,44.6530065209365,44.4509842015877,45.0848754876607,44.7259377621146,43.6550132168038,43.3219907101665,43.504848267154,44.2550165980338,42.2749864603668,..
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.989639282227,102.260429382324,102.417221069336,102.464408874512,102.447647094727,102.651626586914,102.580406188965,102.720581054688,..,..
France,FRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00341999530792,1.00250005722046,1.00194001197815,1.00080001354218,0.998740017414093,0.997049987316132,..,..,..,..
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.396041870117,103.308097839355,103.756080627441,103.773330688477,104.07689666748,104.566566467285,104.522842407227,104.256248474121,..,..
France,FRA,Surface area (sq. km),AG.SRF.TOTL.K2,549087,549087,549087,549087,549087,549086.87,549087.37,549087.37,..,..
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,23.2974119760792,23.1463283405753,23.7863349624871,24.3098642807809,24.6605263993177,24.7888064416138,23.9794445386059,24.534247684466,23.1103805885841,..
France,FRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.2,26.0807183526812,27.8,33.2074996806332,35,36.2,36.4,36.6,36.6,36.8
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Urban population growth (annual %),SP.URB.GROW,0.683771061907009,0.592247248892875,0.618752778579461,0.687212829279783,0.661441007392893,0.653594576371169,0.686091869029281,0.655100354084571,0.654577589532647,..
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.115,9.23,8.317,7.665,7.126,6.544,6.241,5.577,5.473,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.708829582097775,0.730325301694873,0.860523969487648,0.743078810770796,0.83369166704386,0.728891877945977,0.742181337482252,1.00395816735587,0.841992091839782,..
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,27.8816869158878,22.8439252336449,25.9330878504673,25.159938317757,24.1052046728972,24.1052046728972,24.1052046728972,..,..,..
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.1,96.2,97.1,96.2,96.2,..,..,..,..,..
Germany,DEU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7032.02144106578,6972.36527283762,6947.26382648139,6815.82136213371,6580.29256436905,6367.10502947955,6582.54587433797,6285.24659632329,6045.29298751201,..
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3780.85027551891,3765.21799936242,3763.19404182465,3659.22924485198,3570.88159282488,3349.19012313459,3466.91774472334,3236.72845177468,2947.21898025059,..
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.6044431481211,41.6238177033957,42.3259814296135,42.6073917339186,42.3863044855837,39.1691838521344,42.6575836538409,45.7805177232318,43.4023485563427,..
Germany,DEU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5,1.6,1.57,1.57,1.54,1.53,1.58,1.455,1.39,..
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,62418993509.249,58132711370.7803,108786501529.106,162250938125.842,75463438450.8917,176781024357.228,102148693815.945,62728998895.9956,19515498091.7767,..
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,114190,114190,114190,114190,114190,114190,114190,114190,..,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3423568450957.03,3537784107980.55,3763092263752.95,4052008447223.53,3957208055215.68,3940142541354.1,4348297440387.53,4163596357879.39,4525703903627.53,..
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.65271977174628,2.29471067684281,2.71602451931592,1.11644310926225,0.987893349167578,-4.09513749064689,3.66999986156735,1.36973105536585,-0.266438410090913,..
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,45830,44330,43780,47540,49470,48020,52140,53800,54800,..
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,48710,51830,54340,57060,60430,59560,63900,68850,70900,..
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3743689242355,3650161282573.16,3618812863746.92,3941665383505.57,4110488926154.12,3993539608654.81,4337833279227.78,4508041049387.81,4563533724153.98,..
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3978777832482.55,4268495684340.31,4491247786267.97,4730327637032.11,5021458874669.97,4952942408139.92,5315991153209.92,5769539307815.75,5904228877986.19,..
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.4617989726638,19.7348651955033,20.5132823593337,21.4705359458837,21.3000724211289,21.6667343069671,22.4613894888017,23.0210554269889,21.6725400485002,..
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.8243752766447,18.0827014214761,15.850578794452,15.7474335584013,16.3869399648547,15.5031959869375,15.3851048227765,17.4825255221499,17.8508979027451,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,97,97,..
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,35.1869136162559,34.3607698108013,35.24065551723,36.6202679583694,36.747442628887,33.824073376198,37.4990343972191,43.2836096462941,39.3967578932279,..
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.1,8,8,8,7.9,7.8,..,..,..,..
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.9152852721469,26.2157748012428,26.1175704194698,25.9385391984565,25.631053953741,25.3774618653649,25.3066536831626,25.6868874641173,26.8431150028073,..
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.68539778304084,1.25625862371237,1.46798919402306,1.86533423127291,2.01597612377067,1.75504597095741,2.80292938819132,6.09185662231558,6.14291653024772,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.6080487804878,80.5414634146342,..
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,69.4403524876342,67.5473948398757,69.3870311166897,70.2094291523342,68.8209960659136,64.8279846018506,70.3322171936666,78.2602759711221,70.5946979306171,..
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.13733842666332,1.15123037317289,1.15340372066259,1.17054854477113,1.26184145004044,1.37427175481016,1.32102724294738,1.37713842050552,1.51965192096975,..
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.4073504,125.6749823,132.7695384,129.6794748,128.9265144,128.8867207,127.5648538,125.2251369,..,..
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.7,3.7,..
Germany,DEU,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,102.3007400568,100.2344510377,99.1337393987,100.1989858339,101.8980375375,98.8320948701,..,..,..
Germany,DEU,Net migration,SM.POP.NETM,1175283,517480,452988,403908,319082,203468,310264,981552,609553,36954
Germany,DEU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,14887806700.0533,15259414671.0907,17208421214.4877,18653224755.0275,18338278468.7227,18819700392.0058,20270352311.3997,19555835711.756,21042802443.2986,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,234.152986871524,235.712929356538,236.588722557747,237.294012250272,237.822954291766,238.017318755545,238.118085806692,239.861418021525,..,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137,0.720875455989295,-0.620053754616789,..
Germany,DEU,"Population, total",SP.POP.TOTL,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,83280000,..
Germany,DEU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,0,0.2,0,0.2,0.2,..,..,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,16.1,16,14.8,..,..,..
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..,..
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,0.6,..,..,..,..,..,..,..,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.09285736084,99.6975326538086,97.5730667114258,98.5883712768555,99.6325531005859,98.3834915161133,100.973701477051,97.7584228515625,..,..
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.956605577431,27.8597732869019,28.008141430334,28.3846138152737,28.6669703073372,28.5741617917336,28.620439226865,28.2974569090886,..,..
